kepid,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq
7620844,FALSE POSITIVE,58.621578824,178.5674958,8.52961,142951.0,40.43,385.0
6233466,FALSE POSITIVE,15.873380595,143.859941,8.0429,208362.0,630.53,962.0
3231120,FALSE POSITIVE,3.900109346,133.380544,3.9037,126194.0,40.37,1160.0
12216706,FALSE POSITIVE,1.471060209,132.27522,4.3708,148439.0,165.15,3693.0
5816806,FALSE POSITIVE,4.45543346,134.453921,5.116,245681.0,51.69,1106.0
6531496,FALSE POSITIVE,14.323889947,135.225964,4.83729,69071.6,45.93,720.0
6531496,FALSE POSITIVE,0.512869432,132.01554,4.015,2313.0,31.12,2185.0
9661869,FALSE POSITIVE,20.427232317,135.862807,3.46429,121813.0,601.32,749.0
11442793,CONFIRMED,7.00821787,137.67164,3.812,116.4,1.29,1062.0
10857342,FALSE POSITIVE,2.415925551,133.610004,9.7769,560970.0,300.82,3329.0
5215700,FALSE POSITIVE,0.656201038,132.0994299,4.17901,174860.0,112.77,2157.0
8780959,FALSE POSITIVE,2.617280959,132.391963,9.661,3089.9,395.94,1689.0
8780959,FALSE POSITIVE,18.577903,142.171,20.11,99.8,1.36,879.0
8780959,CONFIRMED,5.1117547,133.76122,3.281,267.8,2.81,1351.0
8780959,CONFIRMED,9.6310258,132.7273,5.255,297.2,2.9,1094.0
11624249,CONFIRMED,1.82708193,170.52583,1.96401,1164.7,5.95,1877.0
7612691,FALSE POSITIVE,3.46724809,133.90269,11.01,1317.3,2.52,841.0
9761573,FALSE POSITIVE,7.4413445,137.3429,2.8754,2234.0,43.5,1136.0
8042789,FALSE POSITIVE,4.618309224,135.85023,3.6752,1191.0,25.43,947.0
10095484,FALSE POSITIVE,0.677761275,131.625946,3.7085,877.9,22.15,1906.0
5467102,FALSE POSITIVE,2.845739012,134.279738,11.9327,24391.8,44.7,1294.0
8651551,FALSE POSITIVE,1.527491117,132.259806,7.9136,33546.0,27.85,988.0
9532637,FALSE POSITIVE,0.61496383,132.022402,1.93053,358049.0,44.79,1460.0
5895158,CONFIRMED,1.093665854,132.47213,1.4399,218.4,1.29,1681.0
4947556,FALSE POSITIVE,141.608555,190.27633,7.685,1263.1,2.98,290.0
4947556,CONFIRMED,13.0267964,139.14777,0.785,356.6,2.08,643.0
7362696,FALSE POSITIVE,4.93129874,134.82009,1.8626,676.1,21.42,944.0
3865595,FALSE POSITIVE,5.59187448,132.87618,1.6782,236.4,104.18,4793.0
9593528,CANDIDATE,1.88665445,132.3531,1.343,2098.0,43.81,1794.0
5195945,FALSE POSITIVE,14.53682228,132.36831,3.195,1032.3,73.15,1596.0
3228986,FALSE POSITIVE,0.730949487,132.22503,2.367,87.3,1.27,2311.0
7100673,CONFIRMED,3.95116635,134.22411,2.566,60.9,0.83,1160.0
7100673,CONFIRMED,2.89223998,132.86232,2.521,44.3,0.7,1287.0
7100673,CONFIRMED,5.99273265,131.75079,2.6502,69.8,0.91,1010.0
7100673,CONFIRMED,5.10110666,132.42955,2.657,65.1,0.85,1065.0
7100673,CANDIDATE,7.23524221,135.23173,2.685,60.0,0.82,948.0
4138557,FALSE POSITIVE,0.991552822,131.90235,1.135,607.2,37.93,2558.0
5386264,FALSE POSITIVE,12.435190544,140.8323906,3.8305,71.9,0.52,545.0
7256914,CANDIDATE,2.41750021,133.80584,4.33,58.2,1.19,1507.0
7256914,CANDIDATE,4.03357434,134.23275,5.886,66.2,1.23,1270.0
3542222,FALSE POSITIVE,0.504426087,131.894825,1.6276,614.5,33.96,2339.0
4636565,FALSE POSITIVE,2.81401302,133.0785,5.801,55.7,1.51,1723.0
9956082,CONFIRMED,3.74031708,134.70305,2.394,165.6,1.38,1287.0
4159347,FALSE POSITIVE,12.28351275,174.36652,3.634,597.8,74.76,1342.0
9697131,CANDIDATE,3.09756897,131.55889,4.588,83.3,1.75,1782.0
5480640,CONFIRMED,58.0337426,138.7412,5.584,807.1,3.21,486.0
5480640,CONFIRMED,14.4252635,136.75608,3.754,221.2,1.68,773.0
5480640,CONFIRMED,26.6757818,149.99527,2.696,474.8,2.69,630.0
5175986,CONFIRMED,0.868386354,132.06741,1.066,488.5,1.52,1389.0
4180401,FALSE POSITIVE,15.4126766,144.9757,3.402,599.8,2.82,618.0
6350476,FALSE POSITIVE,1.110599919,131.57274,1.3493,157.6,1.07,1539.0
4365442,FALSE POSITIVE,1.714410345,131.86549,3.336,50.4,1.84,2551.0
9943435,FALSE POSITIVE,0.777663575,131.52537,1.1741,134.3,0.95,1816.0
8885643,CONFIRMED,3.40165617,132.06195,1.9617,155.9,1.34,1236.0
5652893,CONFIRMED,14.00948631,132.96947,3.399,169.9,0.98,617.0
11662184,CONFIRMED,27.5722144,145.39543,5.256,296.3,1.94,636.0
11127479,CONFIRMED,2.12821621,132.48055,3.146,25.9,0.7,1668.0
9823519,CONFIRMED,4.49686066,134.20642,1.7306,1932.5,1.93,535.0
9149789,CANDIDATE,0.352515897,132.01659,1.0525,168.2,1.0,2194.0
12170648,FALSE POSITIVE,0.299697755,132.017121,0.8473,346.9,2.03,2246.0
4367854,FALSE POSITIVE,5.1952021,133.34401,2.1552,320.8,1.37,836.0
4367854,FALSE POSITIVE,0.535224793,131.73629,3.3402,228.7,1.09,1783.0
7019524,CONFIRMED,5.30873978,134.25061,3.018,127.5,1.08,1042.0
5106313,CONFIRMED,3.89524296,131.85929,1.689,189.0,1.13,956.0
11802615,CONFIRMED,28.86236571,178.48498,5.4033,449.2,2.53,623.0
8429415,FALSE POSITIVE,1.352564873,132.04752,3.469,56.7,1.45,2447.0
5014903,FALSE POSITIVE,7.72768833,136.19387,2.06,404.8,1.89,899.0
5980783,CONFIRMED,37.3033197,133.3072,7.793,551.7,2.31,493.0
8873090,CANDIDATE,10.16435076,136.43034,6.017,37.7,1.99,1389.0
8560804,FALSE POSITIVE,31.9729501,133.88218,9.41,156.3,2.41,757.0
6029239,CONFIRMED,8.512037736,174.909816,2.1861,597.8,2.14,839.0
5450893,CONFIRMED,4.82051088,135.78541,3.588,40.9,1.08,1328.0
4848321,FALSE POSITIVE,1.50178705,131.56426,2.936,86.7,0.93,1617.0
6522745,FALSE POSITIVE,17.4453935,135.7609,6.39,501.7,32.01,770.0
9893468,CANDIDATE,201.325036,174.7724,14.4,125.4,1.98,410.0
10610039,CANDIDATE,105.997107,144.41965,3.751,430.8,1.83,373.0
10610039,CANDIDATE,3.07365139,134.17117,2.102,90.5,0.79,1215.0
9652655,FALSE POSITIVE,2.48882685,132.12332,3.487,80.2,1.05,1477.0
8628761,CANDIDATE,6.30432354,137.29688,2.508,40.0,1.23,1510.0
10972902,CANDIDATE,7.6720844,134.1756,3.451,75.1,0.72,875.0
8417078,CONFIRMED,23.6223571,146.9643,6.852,57.0,1.07,797.0
9457948,CANDIDATE,19.2527652,144.2659,4.862,138.5,1.24,740.0
4852297,FALSE POSITIVE,3.28931936,133.90141,1.921,166.0,50.51,1364.0
9851845,FALSE POSITIVE,1.08195208,131.5252,4.807,33.6,0.47,1526.0
9474483,FALSE POSITIVE,0.512583041,131.77571,1.498,114.3,1.07,2363.0
10663738,CANDIDATE,8.5275894,137.2755,2.959,112.5,1.28,1049.0
5980061,FALSE POSITIVE,0.630539713,131.99124,1.7407,239.6,21.07,1936.0
9459162,CANDIDATE,3.79892774,133.289,4.112,47.0,1.46,1869.0
5024138,FALSE POSITIVE,0.416995408,132.21942,0.8928,112.6,0.84,2433.0
9969287,CANDIDATE,14.7401061,133.5305,5.637,238.0,1.48,750.0
11401253,CANDIDATE,4.96504981,135.55399,2.212,50.7,1.51,1403.0
4764774,FALSE POSITIVE,1.29019586,132.11311,3.741,86.5,0.78,1530.0
10549902,CANDIDATE,1.141148847,132.24561,1.629,73.1,1.67,2248.0
2711123,FALSE POSITIVE,2.858879267,134.17606,2.3753,644.5,515.07,3638.0
2850321,FALSE POSITIVE,25.2218929,143.6316,14.84,,,
2861126,CANDIDATE,4.98792404,133.6552,1.618,346.2,0.73,485.0
2987433,FALSE POSITIVE,420.92920358,196.685958,17.3985,86013.1,62.76,293.0
3101178,CANDIDATE,59.4037839,159.80356,10.041,123.5,1.65,570.0
3120397,FALSE POSITIVE,20.5311708,136.4829,5.67,284.6,1.39,568.0
3222680,FALSE POSITIVE,2.31164074,132.12133,2.317,488.7,39.73,4074.0
5986270,CANDIDATE,1.534679933,132.331163,1.7237,456.6,18.39,3570.0
6025174,CANDIDATE,171.028691,301.7487,11.784,394.2,2.49,376.0
6058896,FALSE POSITIVE,0.56493398,131.787277,2.4385,2067.0,30.51,2206.0
6067545,FALSE POSITIVE,550.86514,307.6878,14.548,346.5,2.06,238.0
6139220,FALSE POSITIVE,273.6857427,350.85157,8.3881,15350.5,37.15,367.0
6145939,FALSE POSITIVE,17.745456135,137.697754,4.0678,80258.0,116.14,1106.0
8155368,FALSE POSITIVE,0.718643659,131.889141,2.51246,124930.0,50.85,2002.0
7269974,CONFIRMED,4.309381978,134.03552,2.8977,310.7,1.89,1134.0
8158429,CANDIDATE,31.707574649,138.2539898,7.6771,787.3,2.96,547.0
8179747,FALSE POSITIVE,17.946328114,136.9472719,8.15905,102994.0,66.65,845.0
8197176,CANDIDATE,9.3589254,133.482,3.169,1527.0,17.37,1528.0
8197406,CANDIDATE,4.15472242,132.61089,1.791,2243.0,23.47,2292.0
8223655,FALSE POSITIVE,280.1604956,286.93817,2.8637,12946.0,19.25,237.0
10007492,FALSE POSITIVE,2.645596805,133.705953,2.9095,1272.7,167.05,2452.0
10023469,FALSE POSITIVE,44.637111,157.2998,5.868,282.5,1.28,432.0
10083325,CANDIDATE,6.13292733,131.9926,1.561,58.7,1.56,1379.0
10090854,CANDIDATE,12.63063129,136.70398,2.212,300.8,1.37,689.0
8890783,CONFIRMED,58.36205791,196.555405,6.3363,5374.7,7.02,446.0
10141271,FALSE POSITIVE,15.4032765,137.9906,3.246,253.0,1.32,626.0
10146103,CANDIDATE,7.58062893,132.89809,3.484,86.1,0.97,937.0
5556804,FALSE POSITIVE,12.4244306,141.647,26.15,214.1,1.59,714.0
5597970,FALSE POSITIVE,6.71738328,137.2100078,3.60057,164979.0,37.65,883.0
5643492,FALSE POSITIVE,41.86539723,161.17679,6.663,4309.3,31.14,500.0
5795648,CANDIDATE,4.553370029,135.433898,3.2209,23692.1,25.84,1264.0
5961350,FALSE POSITIVE,5.262652179,135.6269856,2.85554,22650.6,35.99,1499.0
10155434,CONFIRMED,12.70636123,180.63164,2.395,871.7,2.75,697.0
3634051,CONFIRMED,453.54212,360.0617,17.026,861.0,9.23,390.0
3634051,CANDIDATE,122.8054416,179.31732,2.663,313.0,118.62,602.0
3761319,CANDIDATE,16.2480865,143.96708,8.232,438.7,2.38,704.0
10990886,CONFIRMED,11.023474798,171.114662,1.4814,1795.5,2.46,429.0
4035675,FALSE POSITIVE,2.873657901,132.5847,2.1054,43895.0,110.29,1830.0
4144236,FALSE POSITIVE,22.913446297,140.6466918,4.11699,251835.0,81.61,811.0
4150701,FALSE POSITIVE,8.65315602,136.64735,2.627,417.5,1.37,643.0
10735988,CANDIDATE,1.927177921,132.571474,2.7742,136135.0,28.94,1219.0
10973583,FALSE POSITIVE,6.256352128,133.543181,2.3512,3289.3,30.76,918.0
10989274,CONFIRMED,16.17803,132.326,5.18,449.0,2.25,754.0
11099351,FALSE POSITIVE,2.37795507,132.557333,2.4329,4391.1,92.61,2965.0
11147460,FALSE POSITIVE,2.053866175,132.944062,4.8045,5021.3,158.25,2528.0
12404305,CONFIRMED,22.18332255,169.49619,5.1364,748.1,2.78,646.0
11252617,FALSE POSITIVE,4.478116695,132.8719936,3.357,117981.0,38.85,1218.0
3544678,FALSE POSITIVE,6.3762199,134.9584,2.24,,,
3547178,CANDIDATE,8.1770751,136.8217,4.608,44.3,0.83,1115.0
3548622,FALSE POSITIVE,569.45051,143.4648,9.63,425.4,1.96,225.0
3556742,FALSE POSITIVE,0.823014905,132.160787,3.5426,850.5,22.17,1482.0
3558803,FALSE POSITIVE,1.353414369,131.67312,13.416,610.2,216.31,3617.0
3644174,FALSE POSITIVE,1.806631432,132.23663,1.102,217.5,1.05,1059.0
3655326,FALSE POSITIVE,15.066491533,140.655427,6.2852,106051.0,88.56,932.0
4852528,CONFIRMED,3.072146607,134.030017,1.8732,539.0,1.3,722.0
4851217,FALSE POSITIVE,2.470283788,133.251861,7.8391,193828.0,157.82,2657.0
4851338,FALSE POSITIVE,1.23516416,131.99301,4.713,64.6,0.92,1866.0
4851356,FALSE POSITIVE,1.23513471,132.0046,5.44,42.8,0.7,1743.0
4862332,FALSE POSITIVE,0.8903331,131.5337,2.643,134.1,20.96,5714.0
4862625,FALSE POSITIVE,20.000242814,134.82021,5.0042,13137.9,21.57,746.0
4862625,FALSE POSITIVE,541.742985,374.45854,10.47,1038.6,3.39,248.0
5479973,FALSE POSITIVE,1.795273026,131.870391,7.3232,125416.0,55.26,1642.0
5689351,CONFIRMED,8.34819209,136.84111,2.835,288.9,1.45,702.0
5513833,FALSE POSITIVE,0.755101141,131.8211,3.371,76.7,0.19,680.0
5529501,FALSE POSITIVE,1.51945182,132.5975,2.95,13.7,0.5,1901.0
5529560,FALSE POSITIVE,0.759755409,131.79602,2.734,70.0,0.91,2121.0
5530881,FALSE POSITIVE,5.082523739,132.9614122,5.04732,276277.0,61.88,1266.0
5534476,FALSE POSITIVE,1.02547271,131.6002,1.996,27.0,0.94,2657.0
5177859,CANDIDATE,8.75630628,132.47009,2.852,81.9,1.12,982.0
4568117,FALSE POSITIVE,0.562563871,131.73458,1.591,34.6,0.69,2626.0
3650049,FALSE POSITIVE,397.73699,222.0316,11.76,1131.5,3.05,211.0
9641076,FALSE POSITIVE,2.17818699,132.00477,2.686,115.8,1.03,1347.0
8741470,CANDIDATE,6.23968392,133.72124,0.668,155.9,1.55,1060.0
10525049,CONFIRMED,15.5714121,136.58529,2.294,173.5,0.72,399.0
8487645,FALSE POSITIVE,0.530967987,131.72336,1.812,26.9,1.08,4196.0
7801070,CANDIDATE,75.8781344,194.67762,1.383,1054.0,3.39,417.0
9776794,CANDIDATE,18.22211768,553.06646,2.044,2318.0,7.45,620.0
7427764,CONFIRMED,4.56383697,132.26068,2.271,201.8,1.22,980.0
10647452,CANDIDATE,0.762950224,131.9157,1.133,187.3,1.0,1651.0
4773392,CANDIDATE,170.995748,163.95737,3.88,477.1,4.9,463.0
5471489,FALSE POSITIVE,12.4252735,141.5658,20.756,84.7,2.37,1299.0
12407623,FALSE POSITIVE,1.181165291,132.42522,1.013,370.4,1.52,1398.0
7031430,FALSE POSITIVE,0.566796775,131.83811,5.471,144.1,0.61,931.0
7133294,CONFIRMED,13.6471211,132.2552,8.331,75.0,1.25,913.0
4381429,CONFIRMED,16.473474,142.68604,4.201,470.5,1.63,612.0
5872150,FALSE POSITIVE,5.92240377,173.81802,3.691,413.4,2.77,1087.0
11912916,FALSE POSITIVE,3.74788322,134.17324,3.45,242.6,1.32,1031.0
3732894,FALSE POSITIVE,1.540379557,132.00637,2.026,76.9,0.81,1581.0
6276791,CANDIDATE,5.30179786,135.9927,2.24,197.2,1.22,973.0
2572029,CANDIDATE,6.0059966,133.404,3.096,39.2,0.73,1130.0
7905106,CANDIDATE,4.22426989,132.3611,4.22,13.6,0.35,1069.0
9009036,CONFIRMED,6.76289308,135.6771,6.204,50.9,1.21,1337.0
9214713,FALSE POSITIVE,809.0141881,250.634242,8.3017,16311.3,14.38,216.0
11506654,CANDIDATE,75.2116373,202.30222,3.203,362.6,2.83,516.0
5687700,CANDIDATE,6.36283414,131.8069,3.752,159.4,1.12,956.0
7891294,CANDIDATE,3.07714195,133.4849,3.571,34.2,1.08,1493.0
9413156,CANDIDATE,3.83488354,135.08701,2.026,243.0,1.2,1003.0
9413156,CANDIDATE,66.47762,184.2673,4.487,553.5,1.83,388.0
10717241,CONFIRMED,12.37646897,179.404945,2.7075,1709.0,2.53,483.0
8625732,FALSE POSITIVE,31.97181,133.8728,12.277,117.4,0.95,521.0
2831251,FALSE POSITIVE,5.81289843,131.5613,3.979,76.3,0.93,1102.0
5642688,CANDIDATE,1.4733245,132.85599,1.406,124.0,1.03,1576.0
5651846,CANDIDATE,31.1920226,153.83296,2.849,447.8,1.65,521.0
12401132,CANDIDATE,7.630545,907.04471,3.63,364.9,2.26,1087.0
11709124,CONFIRMED,3.93276627,134.64964,2.9403,234.9,1.5,1140.0
10356124,FALSE POSITIVE,12.3748247,138.0615,90.01,390.9,81.01,1253.0
10584140,CANDIDATE,4.31724247,133.4243,4.126,59.0,1.01,1332.0
8233326,CANDIDATE,3.74099144,132.2112,5.428,34.3,1.85,1733.0
10034146,FALSE POSITIVE,0.93198504,131.62897,2.0472,326.6,17.72,1647.0
3239171,CANDIDATE,43.581043,148.4352,6.883,348.7,1.94,558.0
3240049,FALSE POSITIVE,2.945414866,133.95496,2.702,968.7,38.32,3531.0
3340165,CANDIDATE,26.092284,149.1087,6.623,122.4,1.35,717.0
3340312,FALSE POSITIVE,30.5528972,173.90269,5.269,865.2,30.74,670.0
3341760,FALSE POSITIVE,0.523493764,131.6968,0.9015,54.0,1.82,3565.0
3355104,FALSE POSITIVE,47.0628978,171.94782,1.545,1647.0,4.1,483.0
3439031,FALSE POSITIVE,2.976012511,132.9704424,6.52033,449091.0,79.99,1476.0
6184894,CONFIRMED,7.20281185,135.19499,2.8305,1832.6,3.06,794.0
6203955,CANDIDATE,19.4534296,139.3373,4.873,149.0,1.25,744.0
6205384,FALSE POSITIVE,3.72273683,134.6473,8.552,37.8,0.52,1104.0
6205405,FALSE POSITIVE,3.7229369,134.6174,10.57,65.2,0.46,591.0
5640085,CONFIRMED,43.5859419,194.6107,4.6814,1708.7,2.05,275.0
6206470,FALSE POSITIVE,1.80455062,132.4262,2.166,39.7,0.65,1577.0
6277594,FALSE POSITIVE,3.66115536,133.7708,14.807,34.3,0.81,1466.0
8242350,FALSE POSITIVE,6.993576155,131.988507,21.2695,2924.0,101.15,1605.0
8255058,FALSE POSITIVE,6.279888981,135.296067,5.5086,1514.6,196.78,1931.0
8288404,FALSE POSITIVE,519.80221867,462.625278,14.9678,77183.1,40.88,216.0
8364969,FALSE POSITIVE,22.571972634,145.0344991,4.00349,79325.7,46.14,617.0
8380743,FALSE POSITIVE,1.018861199,132.07252,6.5005,291214.0,93.47,2505.0
7440748,CONFIRMED,4.9213639,174.299322,1.8806,761.3,2.14,868.0
10189542,FALSE POSITIVE,24.614775,142.51094,2.395,229.4,1.28,574.0
10191056,FALSE POSITIVE,1.21374744,131.7423095,5.79293,185129.0,96.19,2441.0
10227881,FALSE POSITIVE,5.14108479,134.9699,25.93,611.2,25.74,1038.0
10320341,FALSE POSITIVE,30.114681501,158.5292451,5.68713,87057.3,56.45,639.0
10394802,CANDIDATE,178.266978,229.75414,5.276,1857.0,3.71,241.0
10416390,FALSE POSITIVE,215.737826,330.88376,7.257,8476.0,8.71,231.0
10470779,FALSE POSITIVE,495.854189,241.49594,8.65,548.6,2.41,230.0
5979863,FALSE POSITIVE,16.621853404,133.5526451,3.91517,55296.7,22.32,719.0
6117415,FALSE POSITIVE,19.741616041,136.446922,3.07231,88821.5,82.98,902.0
6128027,FALSE POSITIVE,5.455766383,136.907217,2.8923,104538.0,28.2,795.0
6146418,FALSE POSITIVE,22.44620704,149.1595,7.5491,1626.8,58.2,894.0
6150977,FALSE POSITIVE,2.765621941,133.680095,2.3191,8342.2,34.42,1134.0
6182019,FALSE POSITIVE,3.664964374,134.152879,3.9058,90827.0,30.98,1184.0
4285087,FALSE POSITIVE,2.243015737,133.450825,4.31675,277946.0,92.34,1813.0
4346875,FALSE POSITIVE,4.694218481,133.780334,4.53365,175471.0,35.81,946.0
4459068,FALSE POSITIVE,24.955998503,149.094437,2.76331,4856.1,36.91,1438.0
4547480,FALSE POSITIVE,4.426942241,133.564383,1.6116,2896.6,5.43,958.0
4737267,FALSE POSITIVE,9.524076544,134.803805,10.4891,198399.0,151.0,1390.0
4740676,FALSE POSITIVE,3.454241684,131.711253,4.69505,88194.9,75.11,2010.0
11252617,FALSE POSITIVE,1.27620899,131.6866,2.169,186.2,1.46,1851.0
11516930,FALSE POSITIVE,4.768540307,133.8648842,0.9938,347.6,1.84,1010.0
11558882,FALSE POSITIVE,73.91858615,154.696798,6.9735,184074.0,89.96,484.0
11673686,FALSE POSITIVE,4.618767943,133.386655,6.03,32609.2,32.36,1565.0
11724210,FALSE POSITIVE,5.746017234,132.042549,3.6347,29236.3,29.32,1042.0
11775507,FALSE POSITIVE,276.32360146,162.1955353,9.8964,81.3,1.21,352.0
11856178,CANDIDATE,9.13315062,139.9861,2.1557,231.2,1.48,900.0
3656322,FALSE POSITIVE,1.831829703,132.53923,7.289,40509.0,49.38,2078.0
3656700,FALSE POSITIVE,0.738527259,132.024142,1.2174,422.9,49.08,2978.0
3834360,FALSE POSITIVE,2.908453928,170.12474,2.5363,427.5,19.44,1181.0
3659940,FALSE POSITIVE,0.89627093,131.668052,2.2033,66994.0,43.47,1733.0
3663494,CANDIDATE,5.11683678,133.9134,3.119,161.4,1.16,1039.0
3733638,CANDIDATE,10.0714369,140.0456,6.891,49.5,1.98,1362.0
3748855,CANDIDATE,4.37198905,131.90923,2.177,103.7,0.93,1085.0
4863369,FALSE POSITIVE,4.24748886,132.0562,3.053,121.0,1.01,1079.0
4863753,FALSE POSITIVE,1.000012952,131.7614,1.221,36.0,2.12,2858.0
4902030,FALSE POSITIVE,0.878803439,132.267269,2.74503,410723.0,51.97,1347.0
4908495,FALSE POSITIVE,1.560158562,132.368518,3.4248,240156.0,45.91,1223.0
4852528,CONFIRMED,4.645382149,134.58939,2.0271,565.5,1.33,629.0
4912589,FALSE POSITIVE,34.188302705,132.1423013,3.01179,118440.0,74.5,660.0
4914709,FALSE POSITIVE,8.65303996,136.66798,1.091,497.0,1.88,764.0
12257886,FALSE POSITIVE,2.61585431,132.42844,6.519,169.8,1.28,1358.0
10875007,CANDIDATE,9.54699216,140.15819,5.063,143.0,1.71,996.0
4165960,FALSE POSITIVE,6.77449545,171.0118,2.5416,481.9,29.41,1219.0
10875007,CANDIDATE,14.708641,133.85125,5.394,130.6,1.82,862.0
11465651,CONFIRMED,31.3351094,136.97538,6.071,264.9,1.99,666.0
5217574,FALSE POSITIVE,0.89486317,132.21767,2.657,172.0,1.19,1764.0
7199060,CANDIDATE,64.1862264,191.65639,8.485,507.3,8.0,839.0
10407482,CONFIRMED,6.30558387,131.53058,2.619,193.1,2.52,1125.0
5817613,FALSE POSITIVE,4.2058608,132.2913,7.39,182.0,1.14,1012.0
3217264,CONFIRMED,55.3291399,186.31545,6.918,325.7,1.67,436.0
7901016,CANDIDATE,41.6757509,169.791,10.848,142.0,2.1,690.0
7115925,FALSE POSITIVE,0.566801617,131.80435,2.75,24.9,0.88,3018.0
5785279,CANDIDATE,0.909127736,132.40471,1.431,98.7,0.98,1818.0
7429287,FALSE POSITIVE,358.66044,296.9516,16.732,133.8,1.62,304.0
11444514,CONFIRMED,66.373298,174.01595,8.559,415.0,1.99,471.0
5351250,CONFIRMED,3.42806306,132.36268,2.417,178.4,1.21,1131.0
9702006,CONFIRMED,6.24564633,137.16241,2.459,212.0,1.06,731.0
6778008,FALSE POSITIVE,0.945829261,132.09286,1.715,98.2,0.86,1790.0
10991114,CANDIDATE,3.70386741,132.69596,1.41,125.7,0.86,1012.0
11969092,FALSE POSITIVE,0.638437699,131.592552,0.3028,286.8,2.48,1709.0
2570773,FALSE POSITIVE,1.8912851,132.676,6.182,1223.4,19.96,1061.0
6276791,CONFIRMED,9.32867952,135.87513,1.572,354.4,1.62,806.0
8636600,CONFIRMED,6.38671206,131.52991,1.201,223.7,1.19,811.0
3644602,FALSE POSITIVE,359.08368,415.3834,15.67,618.7,29.15,268.0
10467714,CANDIDATE,58.7488629,172.65025,3.191,473.6,1.75,425.0
11912941,FALSE POSITIVE,3.74784374,134.19157,3.658,116.5,1.08,1226.0
7778427,CANDIDATE,5.38299284,136.239,3.336,35.1,0.78,1253.0
6525106,FALSE POSITIVE,1.71028117,131.62619,2.61,111.6,0.91,1454.0
8806985,CANDIDATE,7.53737498,135.80956,3.966,41.1,0.93,1210.0
10491525,FALSE POSITIVE,1.09844642,132.4402,1.528,45.0,1.73,2921.0
12204137,CANDIDATE,9.54060855,131.91276,1.869,462.0,1.75,735.0
5389956,CANDIDATE,1.80926734,132.6883,2.469,98.0,0.89,1444.0
12108364,FALSE POSITIVE,0.70544189,131.6954,1.772,133.5,1.04,1960.0
8295671,FALSE POSITIVE,0.981399749,132.12493,0.5051,158.3,1.21,1820.0
5696918,FALSE POSITIVE,0.643007769,131.68588,0.69,68.1,0.35,1070.0
10026502,CONFIRMED,101.952048,206.3499,5.991,152.5,1.31,428.0
4680772,FALSE POSITIVE,26.190289,143.22089,2.148,51.8,1.05,793.0
2303903,CANDIDATE,3.70858595,134.47308,1.94,305.4,1.33,995.0
9278216,CANDIDATE,9.4527721,135.7805,3.817,197.3,1.3,832.0
8355131,CANDIDATE,4.3638313,135.33772,1.457,194.1,1.08,976.0
4374610,FALSE POSITIVE,1.44438449,132.75645,2.704,75.4,1.08,1980.0
5253802,CANDIDATE,8.7963166,134.3262,4.696,96.5,1.36,882.0
4175105,FALSE POSITIVE,0.60818508,131.62275,0.909,144.7,96.03,2298.0
5645170,CANDIDATE,5.38613715,133.95782,1.943,169.3,0.86,846.0
8216763,CANDIDATE,13.2965044,136.5669,5.68,133.4,0.88,488.0
8216763,CANDIDATE,6.33342309,133.7198,3.46,123.3,7.62,625.0
8216763,CANDIDATE,24.0721647,148.9637,3.171,177.3,1.1,400.0
9110610,CANDIDATE,21.8420304,150.82731,3.843,79.5,2.01,1016.0
11709124,CONFIRMED,62.3026877,179.09948,7.509,859.3,3.05,454.0
3449540,FALSE POSITIVE,1.606003121,132.4945147,4.88602,402550.0,360.08,3359.0
3542117,CANDIDATE,12.5748872,143.1278,3.549,731.0,1.03,349.0
3553900,CANDIDATE,12.5747207,142.34553,2.896,323.3,1.45,693.0
3644399,FALSE POSITIVE,119.669671,176.1667,20.67,421.9,2.21,413.0
3646449,CANDIDATE,65.752109,183.3112,6.854,382.5,2.0,458.0
3755522,FALSE POSITIVE,251.958533,367.3803,4.742,204.1,1.4,291.0
3758499,CANDIDATE,14.5168151,137.5579,5.796,86.0,1.82,1030.0
6289897,FALSE POSITIVE,1.55935718,132.54264,2.892,49.7,1.39,2389.0
6350031,FALSE POSITIVE,5.1779065,135.756,5.366,129.5,2.93,1636.0
6363560,FALSE POSITIVE,0.907818056,131.91608,1.679,29.5,0.55,2012.0
6364064,FALSE POSITIVE,5.24331899,132.7859,11.137,106.8,0.83,875.0
6364143,FALSE POSITIVE,5.2433865,132.786,12.472,65.4,0.75,1038.0
6364307,FALSE POSITIVE,5.2435703,132.7496,15.864,228.5,12.68,890.0
6366559,FALSE POSITIVE,55.7583803,160.0006,2.497,132.7,1.59,537.0
8396288,CANDIDATE,8.5852872,137.39662,2.834,1406.0,3.02,777.0
8414914,FALSE POSITIVE,100.303613,176.75827,10.578,488038.0,78.77,421.0
8429817,CANDIDATE,6.263491873,134.897906,0.8513,2829.0,6.46,1180.0
8432034,FALSE POSITIVE,0.83620025,131.91663,3.7127,331275.0,65.64,1932.0
8439618,FALSE POSITIVE,558.21886,419.8232,13.556,1539.4,3.1,198.0
8480642,FALSE POSITIVE,31.59115876,162.501885,2.6431,1434.4,72.91,783.0
8495232,FALSE POSITIVE,9.63647672,134.93429,2.999,47.6,2.02,1243.0
10480952,FALSE POSITIVE,2.037453129,131.5522356,5.43155,315914.0,136.3,2220.0
8890783,CONFIRMED,5.350156114,195.761347,2.2647,764.8,2.6,989.0
