kepid,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_teq
11752906,CONFIRMED,20.6180348,145.51232,3.267,769.5,1.57,359.0
12071037,FALSE POSITIVE,6.0959841,135.0254,10.39,112.7,0.99,988.0
8494617,CONFIRMED,22.9221181,133.66805,8.2,140.3,1.33,684.0
10289119,CONFIRMED,16.10474503,135.01186,5.712,124.1,3.21,1159.0
10341905,FALSE POSITIVE,0.93374232,131.52477,6.552,351.4,18.29,1638.0
7382313,CONFIRMED,7.42697378,133.099,3.206,205.2,1.4,899.0
6521045,CONFIRMED,6.88707073,133.17797,4.4679,68.7,1.3,1155.0
8292840,CONFIRMED,100.2830675,245.04318,10.8636,351.2,2.51,475.0
8753896,CONFIRMED,3.24417541,132.94014,1.992,371.9,1.84,1047.0
8753896,CONFIRMED,14.5123622,143.8154,4.163,355.8,2.08,636.0
8746295,FALSE POSITIVE,6.85567248,136.01953,2.268,197.7,1.27,897.0
10090257,FALSE POSITIVE,2.28607282,133.557,7.82,261.8,1.01,942.0
6521045,CONFIRMED,35.3331932,153.98249,5.966,99.7,1.55,670.0
3425851,CANDIDATE,110.3783828,175.9317,12.211,489.8,3.02,473.0
6846911,CONFIRMED,14.02634692,135.17539,1.2808,403.6,2.66,822.0
6525185,FALSE POSITIVE,1.71030803,131.6107,2.718,216.0,1.32,1449.0
8247770,CANDIDATE,8.28157072,136.25775,3.1,139.2,1.37,956.0
10812504,FALSE POSITIVE,79.9201319,197.21721,4.482,1326.8,1.81,217.0
8866102,CONFIRMED,17.83367834,181.233943,4.5112,326.9,2.43,866.0
8077137,CONFIRMED,22.8030252,153.37541,4.768,62.9,1.29,843.0
6867588,CANDIDATE,0.82628442,132.26993,0.9603,134.9,0.96,1629.0
7501646,CANDIDATE,6.37705295,136.91384,1.949,502.8,2.15,935.0
6962977,CONFIRMED,20.8341497,186.03921,4.522,803.1,2.26,563.0
6962977,CONFIRMED,7.0556584,181.91205,3.0479,705.6,2.13,808.0
2441495,CONFIRMED,12.49340725,138.462232,2.2614,715.7,2.2,649.0
6962977,CONFIRMED,11.97884409,178.96957,3.751,707.9,2.11,678.0
6962977,CONFIRMED,3.71545593,169.78318,2.558,331.7,1.46,1001.0
6962977,CONFIRMED,2.58083264,171.56048,2.1729,270.2,1.31,1130.0
7174351,FALSE POSITIVE,1.487084251,133.97746,1.3233,295.7,1.6,1462.0
11032227,CONFIRMED,7.19304935,136.05065,3.407,255.3,1.59,995.0
11356260,CONFIRMED,8.50698069,134.64421,2.938,295.5,1.9,900.0
11600889,CONFIRMED,0.669310092,134.131388,1.6274,131.8,1.13,1983.0
11197126,FALSE POSITIVE,4.494498254,134.77583,1.9742,248.2,62.11,1667.0
8692861,CONFIRMED,242.467406,150.85827,12.808,340.3,1.73,286.0
11043167,CONFIRMED,44.9306706,140.2077,6.539,438.4,2.49,565.0
11336883,CONFIRMED,7.16893064,135.67854,4.6766,112.8,1.61,1187.0
7768451,CANDIDATE,192.667139,162.87962,5.443,1148.3,3.64,283.0
7691260,CONFIRMED,3.989544192,134.0989,1.591,190.0,0.93,903.0
9821454,CONFIRMED,17.9776037,147.7515,4.605,213.9,1.58,752.0
9821454,CONFIRMED,11.8693144,137.721,4.653,101.9,1.09,864.0
11954842,CONFIRMED,12.98494603,139.78207,3.4497,257.2,1.64,818.0
12504988,FALSE POSITIVE,5.093938816,139.7178386,3.93144,25026.7,17.19,1137.0
11764462,CONFIRMED,5.69919592,136.58738,2.3906,159.4,1.16,964.0
10006581,CONFIRMED,40.1097817,142.08227,5.2096,732.0,3.11,556.0
9631995,CONFIRMED,7.891448838,177.2499624,4.2854,10344.6,12.63,1028.0
5771719,FALSE POSITIVE,12.264867364,139.304999,4.7366,11310.9,28.29,1077.0
10027323,CONFIRMED,5.92365747,134.68361,2.6302,406.5,0.99,531.0
10027323,CONFIRMED,105.3582299,138.68069,3.81,1210.2,1.87,204.0
5039228,CANDIDATE,7.79668781,134.42081,4.6699,361.3,2.44,1116.0
10004738,CONFIRMED,56.4758069,143.81128,5.961,1091.8,3.22,417.0
5531953,CANDIDATE,3.53105835,134.3171,1.778,310.8,10.61,558.0
9071386,FALSE POSITIVE,4.693305543,136.8627229,5.17249,14522.9,17.85,1389.0
2987027,CONFIRMED,17.276296682,133.839172,3.94738,10458.0,7.31,538.0
5531953,CANDIDATE,21.9139549,148.52144,3.271,584.4,10.39,303.0
6034945,CONFIRMED,9.11500269,133.97523,4.558,268.3,1.78,906.0
6048024,FALSE POSITIVE,62.81584402,151.47691,2.6901,1688.4,57.62,582.0
6049190,CONFIRMED,70.468171,189.15822,6.653,922.4,3.46,511.0
8453214,FALSE POSITIVE,5.77676732,131.5416,6.822,5794.8,26.2,670.0
5110423,FALSE POSITIVE,2.685223546,133.731821,4.0632,5494.6,28.98,1111.0
5444384,FALSE POSITIVE,1.519529227,132.55256,5.1675,8372.5,11.12,1653.0
4743513,FALSE POSITIVE,2.086075752,170.965627,2.2647,3657.8,10.3,1845.0
5728139,CONFIRMED,5.334082429,131.981761,6.2226,4676.5,13.08,1495.0
9909735,CONFIRMED,4.66271902,134.08296,2.757,1630.6,3.86,1039.0
9909735,CONFIRMED,11.8150174,133.08929,2.834,1003.0,3.48,762.0
8892721,FALSE POSITIVE,61.4913415,163.63194,9.627,3692.4,4.57,323.0
3338885,CONFIRMED,1.970340203,131.948389,1.7901,403.2,3.97,1599.0
3338885,CONFIRMED,5.05821338,135.702454,1.132,748.3,10.69,1168.0
10593759,FALSE POSITIVE,3.132604547,136.010454,3.6337,9969.2,48.73,1444.0
6152974,CONFIRMED,20.172024672,141.209182,3.1488,5368.1,6.24,564.0
9886255,CONFIRMED,105.9566815,182.05127,6.9988,2286.4,3.79,324.0
6776401,CONFIRMED,26.85323647,143.31303,4.4557,965.8,2.65,544.0
8218379,CANDIDATE,10.1384691,137.7149,4.026,92.8,0.74,723.0
7755636,CONFIRMED,16.00496657,135.25305,6.5047,377.5,3.71,1040.0
5021737,FALSE POSITIVE,15.03946326,144.137461,5.1008,5237.7,12.36,962.0
4249725,CONFIRMED,12.7945474,130.7668,3.4197,816.7,1.6,455.0
9411166,CONFIRMED,1.954525966,132.29679,2.0944,392.8,2.38,1540.0
9411166,CONFIRMED,105.6552651,230.09865,9.39,1366.9,4.22,407.0
4989057,CONFIRMED,7.23400381,137.67742,2.165,453.3,1.78,831.0
10384798,CONFIRMED,38.505224,158.30491,5.941,695.2,2.45,532.0
3832716,FALSE POSITIVE,1.141877248,170.3386848,4.33931,309490.0,88.62,2184.0
4833421,CONFIRMED,5.766165573,134.01725,3.8314,364.8,2.27,1159.0
9834040,CONFIRMED,6.77408984,135.95524,2.6215,520.3,2.5,1058.0
10616415,FALSE POSITIVE,1.120646438,131.59197,1.7664,322.5,89.35,2783.0
8802693,CONFIRMED,26.41044199,149.39541,3.0715,991.1,2.45,512.0
6061773,CONFIRMED,8.27745764,138.25667,2.713,197.2,2.46,1088.0
4247791,FALSE POSITIVE,4.100870416,168.1460533,8.15361,123521.0,82.46,1413.0
7219825,CONFIRMED,26.6951944,143.9999,4.576,132.6,1.4,706.0
9304101,CONFIRMED,13.24503482,142.00573,4.4078,156.1,1.77,887.0
10674871,CANDIDATE,41.88970036,172.00102,1.35,1304.4,32.16,515.0
11360571,CONFIRMED,77.2550726,159.32399,10.214,589.5,3.7,548.0
6032517,FALSE POSITIVE,1.791406261,132.99503,2.8159,345.5,4.51,1579.0
6035124,CONFIRMED,3.85690686,134.47405,2.0808,127.8,0.93,972.0
4349452,CONFIRMED,12.720370263,178.528297,2.7306,1180.1,4.75,934.0
10404582,CONFIRMED,10.32736351,139.37228,1.889,126.9,1.25,838.0
6021193,CONFIRMED,11.93205399,142.10648,6.205,178.5,1.83,905.0
6021193,CONFIRMED,7.54235832,132.96117,4.73,132.5,1.59,1054.0
6021193,CONFIRMED,3.61460279,134.69521,3.227,64.8,1.14,1347.0
10617017,CONFIRMED,13.15140223,144.16237,5.439,97.8,1.87,1008.0
3229150,CONFIRMED,18.5084526,131.54555,6.596,758.9,29.33,683.0
9580992,CANDIDATE,37.8034121,155.37719,4.641,678.1,2.95,460.0
12058204,CONFIRMED,5.53533152,132.76087,2.793,260.6,1.75,1054.0
12058204,CONFIRMED,16.7261969,143.74673,2.708,194.9,1.56,729.0
5357545,CONFIRMED,3.757294695,133.95965,0.9269,273.3,1.23,877.0
6871071,CONFIRMED,3.2828024,131.89965,3.2532,142.5,1.79,1467.0
6871071,CONFIRMED,5.02818253,134.10891,3.526,181.3,2.03,1272.0
6871071,CONFIRMED,1.897828815,132.6785,2.7114,132.4,1.73,1761.0
9334893,CANDIDATE,2.47240869,132.44084,1.87,47.5,0.36,887.0
9963265,CONFIRMED,16.48686712,139.20338,1.431,987.9,27.45,760.0
10583761,CONFIRMED,2.685054445,132.60443,1.0473,252.7,1.46,1137.0
11922722,FALSE POSITIVE,3.51289168,133.79619,3.313,131.0,1.12,1161.0
7542813,CONFIRMED,16.8600805,139.84916,5.557,273.4,1.71,765.0
4458082,CONFIRMED,4.89336495,133.6449,3.485,138.3,1.6,1374.0
4458082,CONFIRMED,8.93484887,133.39108,2.579,135.9,1.83,1124.0
4665571,CONFIRMED,4.60300256,133.22313,2.6848,302.5,1.32,848.0
4665571,CONFIRMED,0.766691517,132.19667,1.2638,244.0,1.22,1541.0
4829935,FALSE POSITIVE,16.9329284,132.15407,1.218,488.3,2.46,793.0
12115188,FALSE POSITIVE,0.495434094,133.458716,1.2496,287.9,1.57,2151.0
9269042,CONFIRMED,12.00089667,142.04182,3.266,420.7,1.47,632.0
6199056,CANDIDATE,1.169010526,131.738567,1.1717,165.9,91.91,3766.0
11461433,CONFIRMED,1.916940872,132.46734,1.4243,105.1,0.89,1246.0
5385439,FALSE POSITIVE,12.425866431,141.5137911,29.1428,257.9,2.12,741.0
5963582,CONFIRMED,25.5433704,140.58705,8.567,138.6,2.11,772.0
8189801,CANDIDATE,0.66682654,133.041202,0.7847,511.6,1.49,1183.0
11403389,CONFIRMED,45.0909201,133.55146,4.605,436.3,2.44,487.0
9851662,CONFIRMED,15.0539886,135.53329,4.422,221.5,1.44,665.0
10453588,CONFIRMED,68.8861017,160.29958,5.925,143.9,1.47,501.0
11125613,CONFIRMED,9.99115241,134.39335,2.657,391.7,1.68,660.0
8256453,CANDIDATE,1.347512632,132.127858,1.9817,2651.8,23.45,1346.0
9474493,FALSE POSITIVE,0.512581697,132.80609,1.5789,259.1,1.32,2009.0
4551663,FALSE POSITIVE,12.07760884,140.46287,2.233,151.0,1.03,708.0
12257999,CANDIDATE,18.55581565,132.07105,5.372,565.9,20.83,1793.0
6922203,CANDIDATE,13.33094869,133.78632,1.426,725.6,25.95,815.0
9896018,CONFIRMED,2.7296036,133.28661,2.721,145.6,1.53,1455.0
9896018,CONFIRMED,3.59645081,132.77209,2.661,149.6,1.66,1327.0
6932987,CONFIRMED,19.25404023,164.78424,4.6509,987.7,3.04,657.0
6932987,CONFIRMED,54.1558384,172.36559,4.432,1109.8,3.88,466.0
6934291,CONFIRMED,0.567856484,134.063088,1.0258,334.8,1.55,1848.0
7357531,FALSE POSITIVE,251.0597249,230.027745,5.1095,7419.8,44.2,301.0
7287415,CONFIRMED,3.016182013,133.88395,2.8349,222.5,2.25,1449.0
6924203,CONFIRMED,6.8833761,135.26522,2.2702,458.4,1.69,857.0
11666881,CONFIRMED,4.919584997,134.602396,4.1988,425.7,2.86,1312.0
12506351,FALSE POSITIVE,1.22775877,133.78679,2.7545,46148.0,48.79,1859.0
7622486,FALSE POSITIVE,40.24649897,161.306577,6.0203,159414.0,97.54,768.0
7622486,FALSE POSITIVE,2.27999662,133.640649,5.7777,12831.0,20.74,2000.0
9705459,CANDIDATE,2.48658617,134.110364,2.7189,42122.0,24.39,1461.0
7802136,FALSE POSITIVE,10.980246199,137.1376073,3.74464,50078.0,21.94,821.0
7532973,CONFIRMED,2.144632238,133.984128,6.2701,19836.9,59.19,1736.0
9632895,FALSE POSITIVE,27.32204488,159.7472774,5.6716,77474.5,21.58,531.0
11656246,CONFIRMED,18.11473813,147.4904,5.2706,241.5,2.49,830.0
7808587,CONFIRMED,6.24145791,134.88892,3.0998,163.7,1.6,1111.0
4741126,CONFIRMED,20.4222447,146.9837,6.22,189.3,1.78,785.0
4741126,CONFIRMED,7.63846084,138.24557,3.957,71.7,1.12,1089.0
11669125,CONFIRMED,70.6981724,188.56795,6.632,357.7,1.63,417.0
12159249,CONFIRMED,3.74443645,133.55997,2.9191,73.3,1.1,1328.0
9872292,CANDIDATE,10.19154678,136.69755,6.165,61.3,1.39,1144.0
10004738,CONFIRMED,92.8747294,145.93535,7.474,658.8,2.64,353.0
10004738,CONFIRMED,13.93068791,134.42851,2.312,186.5,1.4,665.0
5474613,CONFIRMED,20.4074846,140.1821,8.839,363.4,2.9,660.0
5474613,CONFIRMED,13.6164547,140.93263,5.175,376.1,22.29,755.0
4860932,FALSE POSITIVE,12.36564669,140.92029,3.644,388.4,24.89,804.0
5438757,CONFIRMED,10.35078415,133.71163,6.253,273.1,1.97,842.0
5972334,CONFIRMED,15.358767771,132.385085,4.1223,14638.1,10.89,662.0
6198999,CONFIRMED,3.93246069,132.55435,2.1763,455.5,1.65,894.0
6310636,CONFIRMED,0.921030497,132.03171,2.6077,101.5,1.62,2362.0
6312534,FALSE POSITIVE,1.507761203,132.942717,3.096,2773.7,31.77,1301.0
6470917,FALSE POSITIVE,1.506019633,133.02809,2.408,136.9,1.08,1628.0
6611330,FALSE POSITIVE,35.14578122,136.493569,2.253,6789.4,32.5,480.0
6616218,CONFIRMED,5.960400011,137.265171,2.8617,828.3,2.85,890.0
5450814,FALSE POSITIVE,6.487525901,137.625165,2.4536,20209.0,21.23,593.0
11551692,CONFIRMED,7.834433676,135.222143,2.89,2018.1,3.47,689.0
11551692,CONFIRMED,3.005156911,137.103362,2.0747,691.6,2.2,949.0
11551692,CONFIRMED,58.0198583,151.85007,5.348,1286.6,3.46,354.0
8678664,FALSE POSITIVE,15.420409367,133.516609,2.3707,14759.2,16.62,661.0
10005758,CONFIRMED,134.4785189,169.28141,5.9288,4033.5,10.52,412.0
10005758,CONFIRMED,284.063137,200.83619,8.297,1628.1,6.36,321.0
7430034,CONFIRMED,49.6220669,137.10149,7.222,505.5,3.33,546.0
9735426,CONFIRMED,8.08801663,138.73516,1.8334,952.9,2.94,792.0
8826168,CONFIRMED,11.55103848,134.90803,3.3601,402.8,2.17,845.0
10464050,CONFIRMED,4.469754641,131.84402,1.813,553.9,2.26,1103.0
9763348,CONFIRMED,15.77382794,137.53051,4.957,313.6,2.72,955.0
8804397,CONFIRMED,60.0853848,153.25707,7.007,432.2,2.4,485.0
9662811,CONFIRMED,43.0343364,137.69007,6.571,541.6,2.5,484.0
5108214,CANDIDATE,2.11913005,132.59,4.141,28.7,1.35,2090.0
9955598,CONFIRMED,68.958447,179.08158,3.128,123.3,1.11,402.0
5770074,CONFIRMED,63.0380366,169.12161,7.3702,658.7,2.59,465.0
10136549,CONFIRMED,9.69315023,132.81362,5.6725,141.8,1.89,1017.0
10136549,CONFIRMED,3.29276797,133.00741,4.8069,80.7,1.39,1458.0
5511081,CONFIRMED,13.72710334,138.74473,7.3419,199.2,2.38,1005.0
5511081,CONFIRMED,24.3110031,137.0394,8.7682,184.4,2.3,831.0
10024701,CONFIRMED,14.37504582,139.05924,3.208,251.1,2.05,786.0
9851271,FALSE POSITIVE,8.48031229,135.85319,7.105,351.1,2.58,952.0
12154526,CONFIRMED,56.1886436,146.37945,6.5272,346.2,2.56,503.0
12154526,CONFIRMED,3.18899015,133.52624,2.722,66.2,0.98,1309.0
12154526,CANDIDATE,1.72110057,132.76068,1.922,29.7,0.7,1607.0
6665512,CONFIRMED,6.92101452,135.64343,4.3591,529.7,1.48,619.0
4833421,CONFIRMED,21.58752788,142.96728,4.4968,336.8,2.18,747.0
12058147,CONFIRMED,1.54320541,131.5554,2.5779,91.2,1.23,1827.0
8164257,CONFIRMED,49.5004725,139.04294,5.772,965.2,2.49,402.0
8164257,CONFIRMED,6.47539108,137.5825,2.7048,530.6,1.92,793.0
8164257,CONFIRMED,16.85825609,142.34289,2.0728,759.6,2.51,576.0
8866137,CONFIRMED,33.4178173,155.58781,4.645,1166.8,3.13,448.0
7219825,CANDIDATE,362.97828,256.5011,14.083,260.6,1.96,296.0
10857519,CONFIRMED,2.053341891,134.51606,2.596,65.5,1.44,1737.0
3229150,CANDIDATE,44.7055876,149.6448,6.262,471.8,72.59,509.0
7989422,FALSE POSITIVE,7.47763833,133.40976,2.5693,110.0,2.05,1346.0
9641481,CONFIRMED,42.1918331,155.31211,7.083,488.7,2.35,526.0
10253547,CONFIRMED,59.9809868,176.14903,7.588,282.4,2.81,568.0
4349452,CONFIRMED,6.238535444,171.706325,3.5255,401.6,2.53,1185.0
10253547,CONFIRMED,25.7457957,135.94806,7.073,140.3,1.73,753.0
12505076,CONFIRMED,11.92979348,136.66919,6.152,709.3,2.43,770.0
6871071,CANDIDATE,7.66462913,137.38342,3.614,114.1,1.6,1106.0
6287313,CONFIRMED,10.62788695,137.81843,4.576,326.7,1.87,872.0
9289704,CANDIDATE,34.135676,157.7959,9.12,622.0,13.98,1526.0
9390653,CONFIRMED,9.549277089,175.757183,1.5832,1826.9,1.57,374.0
9278725,CONFIRMED,1.104462494,132.32134,1.0458,469.1,1.6,1397.0
8892157,CONFIRMED,3.73090026,132.89428,2.9095,191.2,1.48,1128.0
11569782,CONFIRMED,2.787874175,133.90417,2.0348,197.4,2.33,1432.0
8042453,CONFIRMED,11.17392077,134.70626,3.307,324.8,1.64,796.0
10874215,CONFIRMED,31.0325991,152.27157,3.476,737.4,2.64,561.0
6666233,FALSE POSITIVE,0.512407185,132.240449,1.0579,329.2,1.03,1255.0
5794240,CONFIRMED,2.455240626,170.821762,1.72722,36911.9,10.6,730.0
7661065,CANDIDATE,4.150297119,134.9355,1.2058,593.4,3.03,981.0
3749978,CONFIRMED,28.5057217,132.92075,6.324,755.8,2.55,555.0
7984574,CANDIDATE,11.6191707,142.12335,1.819,700.4,2.21,756.0
10336951,CANDIDATE,38.2292037,166.01191,3.893,605.8,1.51,359.0
8481129,CONFIRMED,16.3012727,133.79446,3.974,259.5,1.54,557.0
8292840,CONFIRMED,21.86965714,140.29513,5.5177,125.5,1.51,790.0
2142522,CONFIRMED,13.32354078,134.03671,3.873,116.6,1.32,872.0
6364215,CANDIDATE,2.10081629,132.26789,2.8182,169.1,1.65,1378.0
6364215,FALSE POSITIVE,5.2438528,132.6659,10.539,135.8,1.11,1016.0
11125613,CONFIRMED,3.60082855,134.037,1.938,296.3,1.36,927.0
11125613,CONFIRMED,5.72716067,133.96409,2.23,310.9,1.4,794.0
7670943,CONFIRMED,18.01164974,185.09162,6.7367,107.8,1.83,900.0
8074328,CANDIDATE,4.267961416,134.07063,1.3427,127.4,1.42,1371.0
7212184,CONFIRMED,36.292017,132.17691,8.198,374.7,3.1,694.0
8559152,CONFIRMED,12.4128518,140.35679,4.298,108.1,1.5,933.0
2718778,CONFIRMED,3.92453009,132.40179,3.691,463.5,1.82,1074.0
9896018,CANDIDATE,10.30148508,134.88185,3.903,162.7,1.6,934.0
10586004,CONFIRMED,15.79196594,176.81888,7.2772,203.1,2.4,910.0
11037511,CONFIRMED,3.11604194,133.84988,1.7763,345.2,1.59,1123.0
11818872,CONFIRMED,12.7372371,136.0162,3.358,100.8,0.87,697.0
11771430,CONFIRMED,40.0306267,148.85882,4.815,214.5,2.01,617.0
10387742,CONFIRMED,3.03267135,134.0668,1.774,42.4,0.6,1187.0
10387742,FALSE POSITIVE,251.7512,271.06864,4.314,114.3,1.25,272.0
6878167,FALSE POSITIVE,0.833980196,133.68304,1.756,261.2,1.45,1816.0
6863839,FALSE POSITIVE,1.926353494,133.68077,2.5305,185.1,1.33,1484.0
7296086,FALSE POSITIVE,0.890737359,134.56707,1.9257,195.8,20.57,2022.0
6766634,CONFIRMED,321.2124365,206.930556,4.012,2358.6,7.25,310.0
6774826,FALSE POSITIVE,7.13895376,184.24569,4.568,254.2,49.96,1622.0
7211469,CONFIRMED,11.29689442,134.57233,4.623,198.5,1.74,907.0
7375795,FALSE POSITIVE,19.30112039,133.35614,6.0752,232.3,1.66,669.0
7449844,FALSE POSITIVE,1.152216965,133.277861,2.2245,12072.0,187.73,5283.0
11402995,CONFIRMED,10.06083238,138.96723,4.5718,460.2,2.58,899.0
7842610,FALSE POSITIVE,0.971933156,133.853925,1.9265,4786.0,50.75,1754.0
7830637,FALSE POSITIVE,121.5991278,137.27469,15.1596,10537.0,379.63,358.0
4760746,FALSE POSITIVE,15.068060768,363.549714,3.3011,19387.0,16.43,742.0
7832356,CONFIRMED,7.886632468,360.514132,5.2147,6331.2,8.99,996.0
9643874,CONFIRMED,8.027681123,360.171355,3.0942,8725.4,8.43,824.0
9963461,FALSE POSITIVE,10.581581895,183.008458,6.66929,112642.0,53.19,1098.0
8081482,CANDIDATE,2.819453322,133.870141,4.4127,71867.0,29.8,1357.0
5376836,CANDIDATE,3.479425638,136.797172,3.4479,19550.0,12.86,1166.0
5649956,FALSE POSITIVE,1.207852845,178.2142,3.5802,49720.0,38.59,1539.0
4840513,CANDIDATE,2.379282197,133.651365,3.1729,48434.0,25.74,1571.0
8113154,FALSE POSITIVE,2.586878667,133.817008,6.1614,25480.0,19.84,1666.0
5438757,CONFIRMED,62.9224936,151.6882,11.64,417.8,2.75,462.0
4860678,CONFIRMED,9.97716876,137.2361,5.908,252.9,2.53,1028.0
4860678,CANDIDATE,3.03359398,133.08355,4.026,95.6,1.55,1529.0
5177104,CONFIRMED,3.02168007,133.47243,2.8264,171.9,1.31,1332.0
10033279,FALSE POSITIVE,72.4914068,139.77857,3.612,1063.5,15.33,700.0
5009189,FALSE POSITIVE,4.93913074,135.05172,1.362,382.9,24.03,1182.0
9886661,CONFIRMED,5.082748362,133.21176,1.7732,276.7,1.4,928.0
10666242,FALSE POSITIVE,87.24250316,153.344695,4.1206,17860.5,15.86,390.0
6616218,CONFIRMED,2.46106962,133.32138,2.184,84.2,0.84,1195.0
6696462,CANDIDATE,3.403743926,137.232574,1.5017,815.9,10.77,1101.0
6699368,CANDIDATE,3.690317047,131.542094,1.3784,465.5,20.23,1280.0
6803855,CONFIRMED,71.4523167,148.80814,6.276,216.9,2.19,561.0
6891366,FALSE POSITIVE,1.752564549,132.71889,3.503,116.6,1.38,1741.0
6891637,FALSE POSITIVE,1.752553762,132.72735,3.877,414.7,1.06,933.0
10158418,CANDIDATE,5.007414194,135.024066,1.3584,4413.9,8.8,1114.0
3762468,CONFIRMED,3.003879547,134.709874,3.2848,8538.0,10.96,1438.0
9366989,FALSE POSITIVE,1.219034472,132.100235,2.151,6923.8,9.82,1845.0
3128793,FALSE POSITIVE,24.68662378,137.53976,15.168,8052.3,48.04,1149.0
5864975,CONFIRMED,98.7179332,131.58694,6.593,7320.0,6.99,360.0
2975770,CONFIRMED,71.52543938,191.69147,5.9189,5904.3,5.76,340.0
2975770,FALSE POSITIVE,369.069345,298.3962,5.832,945.9,3.07,197.0
5992270,CANDIDATE,58.4302648,168.30179,7.18,1849.5,3.45,300.0
6152974,CONFIRMED,7.51854537,132.53078,2.845,286.7,1.42,784.0
11570749,CANDIDATE,46.2991052,155.80223,5.2481,854.9,4.33,592.0
11297236,CONFIRMED,88.6440015,145.47193,7.82,625.5,2.51,391.0
8160953,CONFIRMED,116.3311739,173.68887,7.025,1586.3,3.26,323.0
8625821,FALSE POSITIVE,45.3968385,136.93885,4.477,1355.2,21.23,437.0
4157325,CONFIRMED,6.31943553,132.22892,3.3422,581.1,2.71,986.0
4545187,CONFIRMED,3.177414601,134.478892,1.5262,1134.3,2.65,997.0
5511081,CONFIRMED,44.4304059,143.5462,10.306,238.5,2.61,680.0
5511081,CONFIRMED,9.34145925,132.38581,6.18,81.7,1.56,1143.0
10978763,CONFIRMED,4.97760447,134.67304,2.5719,287.3,1.75,1023.0
10978763,CONFIRMED,10.55840479,136.34449,3.366,194.2,1.41,796.0
10978763,CONFIRMED,6.98800953,132.56964,3.103,193.2,1.39,914.0
5202905,CONFIRMED,22.8245144,144.46843,6.617,322.7,3.36,946.0
10525027,CONFIRMED,3.27344784,134.45023,1.7292,262.5,0.81,625.0
11069176,CONFIRMED,15.3789014,143.40629,4.662,185.1,2.94,1039.0
11069176,CONFIRMED,21.1285655,149.27632,3.852,176.7,2.88,935.0
8098728,FALSE POSITIVE,24.4851178,137.6248,4.642,263.8,7.14,1179.0
2449431,CANDIDATE,86.7490807,170.29281,9.179,547.1,2.23,398.0
5631630,CONFIRMED,25.96190067,138.96908,6.2732,350.3,3.25,850.0
5384079,CONFIRMED,7.05675145,132.53512,2.0261,130.0,1.68,1196.0
9517393,CONFIRMED,56.7769831,181.09789,6.864,884.3,3.21,491.0
9517393,CONFIRMED,219.3215562,320.72862,12.4124,3628.7,6.11,313.0
4768846,FALSE POSITIVE,1.25483232,132.18633,2.67,117.6,2.89,2748.0
9351316,CONFIRMED,18.78429232,137.88207,3.1136,1009.5,2.14,433.0
9351316,CONFIRMED,161.515617,176.49978,6.548,2215.3,2.88,211.0
9473078,CONFIRMED,0.693842661,132.18157,1.6197,49.3,0.83,2161.0
10864531,CONFIRMED,83.4887405,188.53792,6.21,955.4,2.95,411.0
12116380,CONFIRMED,4.3394569,132.80309,2.3652,337.4,2.11,1061.0
2556650,CONFIRMED,2.852348262,132.044534,0.7051,1402.9,1.66,621.0
3327993,FALSE POSITIVE,2.11552348,134.09961,6.712,359.2,21.43,1398.0
5211199,CONFIRMED,4.5620407,132.64295,2.8521,81.6,2.82,1533.0
5211199,CANDIDATE,6.68231249,132.18853,3.251,48.7,2.09,1350.0
8804455,CANDIDATE,7.5966998,131.95296,3.667,127.5,1.32,964.0
8804455,FALSE POSITIVE,2.392630668,133.7861,1.3705,101.5,1.33,1418.0
11520459,CANDIDATE,8.46354384,134.35341,1.4078,792.2,2.51,805.0
10600955,CONFIRMED,65.6480892,173.30166,5.746,588.7,3.93,485.0
10801100,FALSE POSITIVE,102.653705,222.9895,53.5887,687.3,39.16,562.0
4473226,CONFIRMED,14.83340944,135.44213,3.927,783.0,2.54,694.0
8914779,FALSE POSITIVE,0.987338654,131.88155,2.591,26.5,0.98,2669.0
6780158,FALSE POSITIVE,2.464160779,131.92201,2.427,116.7,36.93,1709.0
2854181,CONFIRMED,101.1323475,210.18316,4.366,1502.9,3.87,380.0
10010440,CONFIRMED,53.5991459,147.43015,6.811,523.1,2.49,529.0
11718144,CONFIRMED,16.4581861,134.01969,1.9637,435.8,1.82,644.0
4247991,CONFIRMED,104.3519624,190.10261,3.695,243.8,1.39,355.0
10132832,CONFIRMED,16.07673148,143.39091,2.205,488.0,2.14,724.0
3219995,CONFIRMED,18.87058705,143.95639,3.4701,588.0,2.67,701.0
6062929,CONFIRMED,22.1334224,152.18405,2.049,654.6,1.76,507.0
7504778,CONFIRMED,17.1369408,141.01497,6.416,362.1,2.05,775.0
10202759,FALSE POSITIVE,0.872952088,131.49734,1.4499,137.3,25.5,3165.0
5007345,CONFIRMED,7.01074295,138.4027,2.1787,222.8,3.76,1453.0
12120484,CONFIRMED,17.2922631,135.75448,7.042,203.1,2.13,809.0
6429812,CONFIRMED,94.289223,166.50826,4.102,505.4,2.11,369.0
10024051,CONFIRMED,0.577369336,132.425795,1.0852,400.4,1.42,1757.0
8073806,CONFIRMED,11.96407399,133.15804,4.526,784.2,3.21,808.0
10419312,FALSE POSITIVE,2.493237866,132.63633,2.644,259.2,9.48,2241.0
3122913,CONFIRMED,11.60653061,134.41637,2.194,771.7,1.88,584.0
